29942010829.452 72
29942010834.556 32
50259406994.961 47
50259406997.254 7
27330735966.492 0
27330735957.675 40
7440212793.601 78
7440212789.999 38
21834106271.311 39
21834106263.651 79
53474912270.198 39
53474912266.386 79
34386487236.420 75
34386487243.248 35
13097606261.788 37
13097606259.614 77
38413903526.806 39
38413903522.887 79
9237964241.509 45
9237964234.667 5
13735761674.562 30
13735761673.922 70
23036065459.956 7
23036065459.726 47
54350044367.829 0
54350044370.325 40
48976380743.518 39
48976380744.697 79
31167617899.918 38
31167617901.700 78
45406480093.428 60
45406480094.093 20
33406555268.425 35
33406555272.388 75
17370058622.387 42
17370058622.960 2
14451817443.655 51
14451817437.731 11
57881201294.146 2
57881201288.039 42
15448205687.778 40
15448205689.367 0
47610327887.473 76
47610327887.466 36
59545664565.544 75
59545664565.750 35
37045303643.256 47
37045303644.142 7
33748331230.110 19
33748331230.203 59
710763399.276 20
710763396.345 60
21767909759.068 47
21767909759.925 7
52042346023.706 42
52042346019.370 2
35481009461.241 63
35481009460.926 23
47661216773.098 11
47661216775.058 51
57715753019.225 1
57715753023.683 41
40253100891.027 23
40253100888.777 63
36909938254.096 66
36909938256.624 26
10738473955.652 61
10738473952.901 21
5105238281.065 56
5105238275.859 16
26527889796.933 63
26527889796.811 23
8579189723.116 28
8579189722.097 68
44313146811.682 0
44313146816.833 40
37058343409.679 37
37058343410.055 77
59969991232.741 56
59969991224.902 16
59102215429.889 42
59102215428.553 2
11362688996.004 77
11362688997.042 37
51047514452.553 1
51047514452.784 41
38044019826.264 68
38044019827.652 28
25003726110.348 38
25003726114.407 78
1740588776.873 42
1740588766.817 2
9535553063.576 18
9535553070.110 58
58800626448.868 62
58800626448.384 22
13755271862.698 23
13755271858.706 63
26343970046.853 64
26343970039.533 24
1903637874.629 20
1903637866.455 60
33690878308.369 11
33690878307.439 51
30275255531.148 70
30275255531.764 30
37062619667.169 17
37062619665.879 57
53620144616.321 55
53620144617.091 15
17844817570.545 28
17844817569.697 68
20382210606.466 7
20382210611.097 47
53394201093.669 55
53394201088.142 15
1254824067.234 14
1254824060.045 54
34171563049.520 8
34171563055.157 48
13033328181.543 60
13033328183.985 20
1149575645.927 49
1149575651.077 9
5649462031.322 12
5649462031.363 52
9564891398.156 29
9564891396.732 69
18018839779.014 77
18018839776.328 37
15634753727.851 52
15634753724.956 12
35143073277.737 54
35143073282.789 14
54941609246.573 27
54941609245.171 67
56911239170.239 24
56911239167.126 64
18201769220.384 76
18201769220.611 36
3389908040.481 36
3389908037.887 76
45452511161.141 66
45452511157.648 26
37069323701.335 9
37069323706.915 49
3499014317.606 57
3499014314.014 17
54373971759.261 74
54373971756.554 34
30396421862.693 10
30396421862.685 50
25860458570.280 74
25860458570.527 34
29321795352.624 78
29321795355.747 38
15991862132.079 43
15991862129.562 3
25367445749.410 77
25367445749.905 37
36001581624.866 20
36001581628.010 60
57727049622.061 40
57727049624.895 0
14195936582.598 58
14195936583.583 18
34915712050.819 22
34915712053.248 62
55265963807.190 0
55265963805.414 40
52821912685.817 42
52821912682.344 2
40345082897.952 67
40345082903.649 27
46470114709.819 11
46470114708.364 51
7070946816.983 54
7070946821.170 14
27869725592.799 4
27869725594.099 44
39085847513.680 39
39085847515.084 79
26533251649.188 62
26533251648.656 22
26236094202.565 22
26236094199.245 62
10639829698.199 13
10639829693.146 53
17760519888.615 8
17760519882.257 48
48219669682.868 52
48219669676.276 12
55632335844.682 13
55632335842.336 53
37916965419.217 70
37916965411.244 30
11292469839.933 34
11292469840.706 74
48212673660.075 19
48212673658.785 59
50304244840.246 76
50304244841.559 36
25112908752.135 75
25112908754.677 35
7747624020.952 72
7747624019.281 32
18688238464.960 67
18688238473.694 27
57379960854.569 70
57379960854.173 30
25450765743.531 2
25450765745.357 42
20463583859.196 42
20463583853.627 2
14961106170.944 49
14961106167.623 9
8816586472.560 14
8816586467.590 54
59933001683.892 40
59933001681.547 0
27071114077.254 45
27071114079.716 5
21924213813.509 11
21924213808.789 51
51618689671.840 69
51618689670.460 29
261436271.012 12
261436270.291 52
50969165335.525 6
50969165336.591 46
3621941528.046 50
3621941521.074 10
17295745475.887 10
17295745476.078 50
48807507724.928 4
48807507721.941 44
21024915526.520 65
21024915524.479 25
19576163322.064 57
19576163324.790 17
10385154220.879 26
10385154220.428 66
58213427627.576 19
58213427634.562 59
24956587711.328 52
24956587710.152 12
35052760966.170 31
35052760960.924 71
28375801437.989 32
28375801439.664 72
52119758050.840 41
52119758053.113 1
22903390915.309 31
22903390912.598 71
31220115128.605 23
31220115124.375 63
20324012726.838 76
20324012727.943 36
11873886217.033 47
11873886220.826 7
32240428115.459 10
32240428114.729 50
9418994574.132 20
9418994576.116 60
6482026366.867 66
6482026366.415 26
33065177486.467 25
33065177478.479 65
4987737030.399 1
4987737030.799 41
29561192499.926 35
29561192500.215 75
29179828158.921 0
29179828165.451 40
48289535530.483 52
48289535528.319 12
11612588047.004 0
11612588042.548 40
53395276548.162 41
53395276547.225 1
7435148416.034 10
7435148418.621 50
35493632009.181 79
35493632012.798 39
55359788342.590 66
55359788339.734 26
20044243988.959 73
20044243983.687 33
11828289564.186 10
11828289568.093 50
24016369147.033 21
24016369146.308 61
17455919650.242 22
17455919645.213 62
58995831595.263 19
58995831593.353 59
17004890159.500 12
17004890162.451 52
52309055217.353 6
52309055217.821 46
55435787661.147 22
55435787663.139 62
52811460782.151 13
52811460773.613 53
52899997271.856 50
52899997274.409 10
57517126057.516 74
57517126059.774 34
4349955334.024 35
4349955335.228 75
47223313586.875 70
47223313589.469 30
28878755053.525 32
28878755055.962 72
31522661633.951 29
31522661633.742 69
34699409178.068 53
34699409181.976 13
48804403509.445 52
48804403508.381 12
52097011867.905 56
52097011872.509 16
53703533154.142 17
53703533152.442 57
26531539407.346 77
26531539410.921 37
12752596113.292 28
12752596117.344 68
38012022972.221 53
38012022964.682 13
45595622134.158 77
45595622138.947 37
38505565448.173 20
38505565451.714 60
53672218301.010 42
53672218300.045 2
36026699675.910 29
36026699673.735 69
9005302621.512 51
9005302618.512 11
24655628162.468 26
24655628165.962 66
3157753144.030 73
3157753151.042 33
44538974527.962 5
44538974522.670 45
48213366082.696 5
48213366086.324 45
18173773070.180 33
18173773061.506 73
57137352930.009 15
57137352929.273 55
11703246623.196 24
11703246617.882 64
18203845433.705 75
18203845432.500 35
54158955948.638 20
54158955948.682 60
